         20874020 function calls (19984092 primitive calls) in 221.636 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       11    0.000    0.000    0.000    0.000 generic.py:404(flags)
        1    0.000    0.000    0.000    0.000 managers.py:948(from_blocks)
       18    0.000    0.000    0.000    0.000 api_implementation.py:95(Type)
        3    0.000    0.000    0.000    0.000 types.py:289(_convert_value)
        4    0.000    0.000    0.000    0.000 common.py:372(apply_if_callable)
        2    0.000    0.000    0.000    0.000 base.py:6415(_is_comparable_dtype)
        2    0.000    0.000    0.000    0.000 defaults_list.py:137(ensure_overrides_used)
        3    0.000    0.000    0.000    0.000 {built-in method binascii.b2a_hex}
        2    0.000    0.000    0.000    0.000 threading.py:1122(native_id)
        2    0.000    0.000    0.000    0.000 _validators.py:226(validate_bool_kwarg)
       24    0.000    0.000    0.000    0.000 transforms.py:1367(depth)
        5    0.000    0.000    0.000    0.000 dates.py:1808(convert)
        2    0.000    0.000    0.000    0.000 tape.py:85(watched_variables)
        1    0.000    0.000    0.000    0.000 import_hooks.py:187(__init__)
        3    0.000    0.000    0.000    0.000 training.py:972(distribute_reduction_method)
        2    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 subprocess.py:2056(send_signal)
        1    0.000    0.000    0.000    0.000 queue.py:206(_init)
        1    0.000    0.000    0.000    0.000 frame.py:4573(_ensure_valid_index)
        4    0.000    0.000    0.000    0.000 _param_validation.py:363(is_satisfied_by)
        2    0.000    0.000    0.000    0.000 argparse.py:579(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:1105(__init__)
       12    0.000    0.000    0.000    0.000 transpiler.py:198(<genexpr>)
        3    0.000    0.000    0.000    0.000 gen_dataset_ops.py:7552(<listcomp>)
        1    0.000    0.000    0.000    0.000 interface.py:97(_hack_set_run)
        4    0.000    0.000    0.000    0.000 representer.py:144(represent_none)
        4    0.000    0.000    0.000    0.000 {method 'unregister' of 'select.poll' objects}
        8    0.000    0.000    0.000    0.000 wandb_settings.py:801(<lambda>)
        6    0.000    0.000    0.000    0.000 backend.py:1030(to_dense)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:48(LoadingStrategy)
        6    0.000    0.000    0.000    0.000 __init__.py:649(update)
        2    0.000    0.000    0.000    0.000 warnings.py:96(_showwarnmsg)
        1    0.000    0.000    0.000    0.000 parse.py:517(urlunsplit)
        1    0.000    0.000    0.000    0.000 blocks.py:292(make_block_same_class)
        1    0.000    0.000    0.000    0.000 _base.py:1181(_gen_axes_patch)
        6    0.000    0.000    0.000    0.000 axis.py:2239(get_label_position)
        2    0.000    0.000    0.000    0.000 axis.py:2741(get_minpos)
        3    0.000    0.000    0.002    0.001 call_trees.py:122(visit_With)
        9    0.000    0.000    0.000    0.000 wandb_settings.py:796(<lambda>)
        1    0.000    0.000    0.000    0.000 wandb_setup.py:45(__init__)
       10    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(diff)
        4    0.000    0.000    0.000    0.000 arraysetops.py:125(_unpack_tuple)
        2    0.000    0.000    0.000    0.000 _set_output.py:187(supported_outputs)
       18    0.000    0.000    0.000    0.000 gradients_util.py:553(<listcomp>)
        1    0.000    0.000    0.000    0.000 wandb_summary.py:113(__init__)
        2    0.000    0.000    0.000    0.000 redirect.py:633(save)
       17    0.000    0.000    0.000    0.000 importlib_resources_config_source.py:27(scheme)
        3    0.000    0.000    0.000    0.000 continue_statements.py:27(__init__)
        2    0.000    0.000    0.000    0.000 redirect.py:520(install)
        2    0.000    0.000    0.001    0.000 dataclasses.py:1012(wrap)
        1    0.000    0.000    0.000    0.000 {method 'isoformat' of 'datetime.datetime' objects}
        1    0.000    0.000    0.000    0.000 parse.py:506(urlunparse)
        1    0.000    0.000    0.000    0.000 base_parser.py:1269(_process_date_conversion)
        3    0.000    0.000    0.000    0.000 tempfile.py:444(__del__)
        2    0.000    0.000    0.000    0.000 configparser.py:1278(_options)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_VariableWatcherWatchedVariables}
        9    0.000    0.000    0.000    0.000 telemetry.py:31(__enter__)
        8    0.000    0.000    0.000    0.000 wandb_settings.py:790(<lambda>)
        1    0.000    0.000    0.005    0.005 utils.py:184(create_automatic_config_search_path)
        1    0.000    0.000    0.000    0.000 concatenate_op.py:26(_ConcatenateDataset)
        1    0.000    0.000    0.000    0.000 deprecation.py:379(wrapper)
        5    0.000    0.000    0.000    0.000 Image.py:3483(register_save)
        8    0.000    0.000    0.000    0.000 wandb_settings.py:1155(_validate__stats_sample_rate_seconds)
       20    0.000    0.000    0.000    0.000 base_rnn.py:311(<lambda>)
       14    0.000    0.000    0.000    0.000 axis.py:372(<dictcomp>)
        5    0.000    0.000    0.000    0.000 base.py:6312(_index_as_unique)
        2    0.000    0.000    0.000    0.000 generic.py:695(ndim)
        1    0.000    0.000    0.000    0.000 context.py:187(get_context)
       12    0.000    0.000    0.000    0.000 device_spec.py:266(job)
        1    0.000    0.000    0.000    0.000 compile_utils.py:558(_create_ordered_metrics)
       13    0.000    0.000    0.000    0.000 util.py:303(to_native_path_linux)
        1    0.000    0.000    0.000    0.000 importlib_resources_config_source.py:69(is_group)
        1    0.000    0.000    0.000    0.000 functools.py:883(wrapper)
        6    0.000    0.000    0.000    0.000 _base.py:794(get_window_extent)
        5    0.000    0.000    0.000    0.000 axis.py:556(formatter)
        1    0.000    0.000    0.000    0.000 wandb_setup.py:181(_get_entity)
        1    0.000    0.000    0.000    0.000 metadata.py:401(__init__)
        2    0.000    0.000    0.000    0.000 serialization.py:57(_shared_object_loading_scope)
        1    0.000    0.000    0.000    0.000 env.py:138(_env_as_bool)
        3    0.000    0.000    0.000    0.000 config_search_path.py:8(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:205(get_valid_filename)
        1    0.000    0.000    0.000    0.000 common.py:292(is_fsspec_url)
        6    0.000    0.000    0.000    0.000 cfg.py:365(begin_statement)
        2    0.000    0.000    0.000    0.000 dataclasses.py:507(<dictcomp>)
        4    0.000    0.000    0.000    0.000 api.py:219(get_caching_key)
        7    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 typing.py:786(__repr__)
        5    0.000    0.000    0.000    0.000 managers.py:196(blklocs)
       11    0.000    0.000    0.000    0.000 transforms.py:1003(minpos)
        1    0.000    0.000    0.000    0.000 transforms.py:2634(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:3588(set_xlim)
        1    0.000    0.000    0.000    0.000 plugins.py:240(discover)
        1    0.000    0.000    0.000    0.000 types.py:406(get_prefix)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:114(NavigationToolbar2Mac)
        2    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 dataclasses.py:575(_cmp_fn)
       12    0.000    0.000    0.000    0.000 fromnumeric.py:2302(_any_dispatcher)
        6    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        5    0.000    0.000    0.000    0.000 Image.py:3468(register_mime)
        5    0.000    0.000    0.000    0.000 cycler.py:386(<dictcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:1824(parse_args)
        2    0.000    0.000    0.008    0.004 custom_gradient.py:342(__call__)
        1    0.000    0.000    0.000    0.000 interface_shared.py:369(_publish_config)
        2    0.000    0.000    0.000    0.000 optimizer_v2.py:1405(_valid_dtypes)
        3    0.000    0.000    0.000    0.000 losses_utils.py:416(apply_valid_mask)
        1    0.000    0.000    0.000    0.000 callbacks.py:32(on_run_start)
        4    0.000    0.000    0.000    0.000 dataclasses.py:353(<listcomp>)
       10    0.000    0.000    0.000    0.000 validation.py:665(_check_estimator_name)
        8    0.000    0.000    0.000    0.000 wandb_settings.py:651(<lambda>)
        6    0.000    0.000    0.000    0.000 validation.py:291(_is_arraylike)
       10    0.000    0.000    0.000    0.000 {method 'appendleft' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 transforms.py:1710(__eq__)
       10    0.000    0.000    0.000    0.000 while_v2.py:238(<listcomp>)
        1    0.000    0.000    0.000    0.000 config.py:792(configure_logger)
        1    0.000    0.000    0.005    0.005 plugins.py:44(instance)
        5    0.000    0.000    0.000    0.000 linalg.py:130(_realType)
        3    0.000    0.000    0.000    0.000 version.py:265(epoch)
        1    0.000    0.000    0.000    0.000 ticker.py:1649(view_limits)
        1    0.000    0.000    0.000    0.000 legend.py:716(_set_loc)
        2    0.000    0.000    0.000    0.000 configparser.py:961(__getitem__)
        4    0.000    0.000    0.000    0.000 tensor_spec.py:376(_to_batched_tensor_list)
        1    0.000    0.000    0.000    0.000 OverrideParser.py:155(__init__)
        1    0.000    0.000    0.000    0.000 plistlib.py:68(UID)
        1    0.000    0.000    0.000    0.000 transforms.py:799(null)
        2    0.000    0.000    0.000    0.000 transforms.py:1066(mutatedx)
        9    0.000    0.000    0.000    0.000 keras_tensor.py:139(type_spec)
        3    0.000    0.000    0.000    0.000 emitter.py:106(dispose)
       13    0.000    0.000    0.000    0.000 artist.py:1089(get_label)
       14    0.000    0.000    0.000    0.000 axis.py:385(<dictcomp>)
        4    0.000    0.000    0.000    0.000 base_layer.py:2899(_set_mask_keras_history_checked)
        4    0.000    0.000    0.000    0.000 {method 'register' of 'select.poll' objects}
        8    0.000    0.000    0.000    0.000 common.py:1270(is_1d_only_ea_dtype)
        1    0.000    0.000    0.000    0.000 blocks.py:2795(extend_blocks)
       14    0.000    0.000    0.000    0.000 axis.py:390(<dictcomp>)
       16    0.000    0.000    0.000    0.000 distribute_lib.py:3698(_reduce_to)
        1    0.000    0.000    0.000    0.000 object_registration.py:195(get_registered_object)
        2    0.000    0.000    0.000    0.000 compile_utils.py:633(_get_metric_object)
        2    0.000    0.000    0.000    0.000 BufferedTokenStream.py:32(__init__)
        1    0.000    0.000    0.000    0.000 callbacks.py:46(on_job_start)
        1    0.000    0.000    0.000    0.000 cmd.py:1449(transform_kwarg)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(sort)
        4    0.000    0.000    0.000    0.000 construction.py:685(_sanitize_non_ordered)
        1    0.000    0.000    0.000    0.000 managers.py:1762(is_consolidated)
        4    0.000    0.000    0.000    0.000 colors.py:348(<genexpr>)
        9    0.000    0.000    0.000    0.000 backend_bases.py:1895(device_pixel_ratio)
        1    0.000    0.000    0.000    0.000 symbol_database.py:192(Default)
        1    0.000    0.000    0.000    0.000 argparse.py:1817(<listcomp>)
        1    0.000    0.000    0.000    0.000 wandb_run.py:1052(_get_starting_step)
        1    0.000    0.000    0.000    0.000 metrics_utils.py:49(update_state_wrapper)
        1    0.000    0.000    0.007    0.007 training.py:762(_get_optimizer)
        2    0.000    0.000    0.000    0.000 LexerATNSimulator.py:39(__init__)
        2    0.000    0.000    0.000    0.000 listconfig.py:531(__iter__)
        2    0.000    0.000    0.000    0.000 config_loader_impl.py:566(get_sources)
        7    0.000    0.000    0.000    0.000 base.py:974(dtype)
        1    0.000    0.000    0.000    0.000 base.py:2794(_na_value)
        3    0.000    0.000    0.000    0.000 tempfile.py:476(func_wrapper)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1787(_idle_draw_cntx)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2676(notify_axes_change)
        1    0.000    0.000    0.000    0.000 gridspec.py:122(set_height_ratios)
        2    0.000    0.000    0.000    0.000 validation.py:2182(_get_feature_names)
        2    0.000    0.000    0.000    0.000 tf_utils.py:154(map_structure_with_atomic)
        1    0.000    0.000    0.000    0.000 env.py:454(disable_git)
        1    0.000    0.000    0.000    0.000 config_loader_impl.py:174(is_searchpath_override)
        2    0.000    0.000    0.000    0.000 defaults_list.py:170(ensure_deletions_used)
       11    0.000    0.000    0.000    0.000 util.py:379(<listcomp>)
        3    0.000    0.000    0.000    0.000 cfg.py:535(enter_cond_section)
        2    0.000    0.000    0.000    0.000 PngImagePlugin.py:1082(write)
        8    0.000    0.000    0.000    0.000 _base.py:2573(<listcomp>)
        8    0.000    0.000    0.000    0.000 wandb_settings.py:909(<lambda>)
        3    0.000    0.000    0.000    0.000 wandb_settings.py:1027(_validate_run_id)
        2    0.000    0.000    0.000    0.000 file_config_source.py:39(available)
        1    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        2    0.000    0.000    0.000    0.000 dataclasses.py:532(<listcomp>)
        1    0.000    0.000    0.000    0.000 figure.py:1641(sca)
        2    0.000    0.000    0.000    0.000 op_selector.py:39(concatenate_unique)
        2    0.000    0.000    0.000    0.000 custom_gradient.py:329(<lambda>)
        2    0.000    0.000    0.000    0.000 wandb_settings.py:1495(unfreeze)
        6    0.000    0.000    0.000    0.000 losses_utils.py:403(apply_mask)
        6    0.000    0.000    0.000    0.000 callbacks.py:236(<genexpr>)
        4    0.000    0.000    0.000    0.000 compile_utils.py:95(<lambda>)
        3    0.000    0.000    0.000    0.000 config.py:281(valid_ident)
        2    0.000    0.000    0.000    0.000 types.py:277(is_add)
